File,,Mean_4,Mean_5,Mean_6,Mean_7,Mean_10,Mean_11,Mean_12,Mean_13,Mean_14,Mean_15,Mean_16,Mean_17,Mean_18,Mean_24,Mean_26,Mean_28,Mean_30,Mean_43,Mean_44,Mean_45,Mean_46,Mean_49,Mean_50,Mean_51,Mean_52,Mean_53,Mean_54,Mean_58,Mean_60,Mean_85,Mean_91,Mean_92,Mean_630,Mean_631,Mean_632,Mean_1002,Mean_1003,Mean_1005,Mean_1006,Mean_1007,Mean_1008,Mean_1009,Mean_1010,Mean_1011,Mean_1012,Mean_1013,Mean_1014,Mean_1015,Mean_1016,Mean_1017,Mean_1018,Mean_1019,Mean_1020,Mean_1021,Mean_1022,Mean_1023,Mean_1024,Mean_1025,Mean_1026,Mean_1027,Mean_1028,Mean_1029,Mean_1030,Mean_1031,Mean_1034,Mean_1035,Mean_2002,Mean_2003,Mean_2005,Mean_2006,Mean_2007,Mean_2008,Mean_2009,Mean_2010,Mean_2011,Mean_2012,Mean_2013,Mean_2014,Mean_2015,Mean_2016,Mean_2017,Mean_2018,Mean_2019,Mean_2020,Mean_2021,Mean_2022,Mean_2023,Mean_2024,Mean_2025,Mean_2026,Mean_2027,Mean_2028,Mean_2029,Mean_2030,Mean_2031,Mean_2034,Mean_2035
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051335_anat_thickness.nii.gz,MaxMun_c_0051335,0.00769,1.588017,0.072804,0,0.003154,0,0.000003,0,0,0,0,2.380634,4.646561,0,0,0.017834,0,0.002825,0.641025,0.05068,0,0.003867,0,0.000004,0,2.364192,4.60419,0,0.014295,0,0.010532,0.000289,0.002642,0,0,3.386228,1.736298,1.389751,3.858475,3.029289,2.458238,3.748644,2.724494,2.38067,3.190506,2.005037,3.86983,3.777129,2.135388,1.18214,1.743925,1.810993,1.8612,1.506963,1.015674,2.895659,1.229264,2.34103,4.652621,2.234005,1.971487,1.385067,2.256138,1.888109,1.730333,3.493312,3.807923,1.526498,1.71385,3.769551,3.02596,2.54714,4.001768,2.887582,2.17308,3.136195,2.241179,3.571254,3.24004,2.075044,1.426777,1.930154,2.390914,1.663766,1.980022,1.008206,3.697248,1.272821,2.633559,3.603865,2.294838,1.980395,1.048897,2.293448,2.149091,1.687444,3.80219
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051336_anat_thickness.nii.gz,MaxMun_c_0051336,0.002106,0.670697,0.121352,0.00004,0.001993,0,0.000006,0,0,0,0.000037,2.465788,5.242813,0,0,0.010035,0,0.004306,0.844347,0.097703,0,0.001214,0,0,0,2.648928,5.275291,0.000059,0.018813,0,0.004117,0,0.001116,0,0,2.00459,1.264912,1.678463,4.230592,3.455624,2.405548,3.926053,2.321401,2.35803,2.521516,2.255617,2.862025,3.190961,2.579112,1.111611,1.403998,1.674674,1.399348,1.727564,0.77625,2.543093,0.979318,2.051249,3.375391,1.846144,1.610448,1.161917,2.040434,1.765341,1.534385,2.740612,2.055922,1.264642,1.240494,4.538138,3.393212,2.164141,3.81481,2.583843,2.307474,2.648745,2.207671,3.349826,3.649054,2.543451,0.937217,1.337284,1.949081,1.486617,1.251677,0.833784,2.266316,0.958501,1.898879,2.646198,2.035258,1.576998,0.943833,2.339645,1.558912,1.361464,2.814853
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051338_anat_thickness.nii.gz,MaxMun_c_0051338,0.009769,1.165239,0.1063,0.000007,0.002188,0,0.000006,0,0,0,0.00006,2.320729,4.747634,0,0,0.017232,0,0.005736,1.335377,0.082978,0.000031,0.001513,0.000001,0.000024,0,2.213191,5.147209,0.002801,0.018291,0,0.008315,0,0.005019,0.000082,0,2.385198,1.522309,1.282346,4.330897,2.992493,1.681141,2.92798,2.473451,1.672158,2.070717,1.964582,2.167821,2.895806,2.28703,1.228867,1.615103,1.876927,1.611064,0.93609,0.925714,2.521534,1.254321,1.85927,2.990053,1.83419,1.753528,0.964808,2.061024,1.574036,1.505957,2.890998,1.855595,1.425788,1.525577,4.385285,3.321633,1.873785,3.105523,2.197303,1.847587,2.459768,2.212779,2.277106,2.705784,2.35108,1.262831,1.967314,1.966393,1.850423,1.182316,0.974322,2.329097,1.173874,2.03026,2.526158,1.890693,1.759994,1.097225,1.965843,1.587346,1.604345,3.039447
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051339_anat_thickness.nii.gz,MaxMun_c_0051339,0.006415,1.050669,0.130793,0.000065,0.002371,0,0,0,0,0,0.000246,2.356901,4.9262,0,0,0.009966,0,0.005511,0.687475,0.102859,0.000013,0.001835,0,0,0,2.277551,5.245419,0.000729,0.002921,0,0.003445,0,0.000402,0.000275,0,2.734124,1.598053,1.405168,4.121081,3.102677,1.950675,2.98231,2.488546,1.913467,2.438809,1.969195,2.36971,2.679562,1.766435,1.403078,1.958722,1.79781,1.78726,1.212766,1.250711,2.267457,1.411467,2.096298,3.654382,2.259644,1.872393,1.259318,2.194611,1.949553,1.744399,3.504929,2.094074,1.608134,1.371159,3.778145,3.373088,2.467277,3.43614,2.889488,2.245604,2.143132,2.15003,2.419572,2.856228,2.029971,1.244506,1.887761,2.051958,1.806787,1.550606,1.200685,2.54621,1.301586,2.065763,2.374087,1.871503,1.773251,1.142328,2.079021,1.991153,1.656453,3.564897
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051340_anat_thickness.nii.gz,MaxMun_c_0051340,0.004016,0.460105,0.097349,0.000015,0.001956,0,0,0,0,0,0.000152,1.954154,4.743444,0,0.00003,0.013581,0,0.004866,0.500988,0.122397,0.000101,0.002148,0,0.000003,0,2.188301,4.691546,0.004075,0.01308,0,0.005358,0,0.001822,0.000259,0,2.177434,1.59994,1.527163,4.677033,2.73165,1.605897,2.948708,2.730406,1.76239,2.123837,2.216402,2.318662,2.513115,2.072042,1.473912,1.738365,1.72932,1.563963,1.254315,1.272008,2.325933,1.332252,2.171389,3.019131,1.855622,1.713325,1.115063,2.041091,1.558163,1.856688,2.763003,2.034782,1.607423,1.70239,4.094638,3.053758,1.940126,3.343723,2.516622,2.001912,2.195359,2.06971,2.458843,2.557099,2.040601,1.342486,1.57212,1.847685,1.509217,1.289028,1.277783,2.714851,1.310821,2.140876,2.820789,1.835196,1.719342,1.249304,1.937074,1.707716,1.339492,2.841003
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051341_anat_thickness.nii.gz,MaxMun_c_0051341,0.007554,1.289853,0.148283,0.000001,0.001303,0,0,0,0,0,0.000138,2.368477,4.654563,0,0.000073,0.008859,0,0.0026,0.319689,0.13403,0,0.001497,0,0,0,1.990548,4.715601,0.000864,0.01385,0,0.007959,0,0.008599,0.000343,0,2.128092,1.357726,1.785043,3.509389,3.147369,1.855032,2.973226,2.50072,1.972137,2.296631,2.152479,1.906419,2.733333,1.947418,1.295677,1.731895,1.646435,1.706635,1.687867,0.940717,2.310023,1.370037,2.243935,3.098238,1.946781,1.505271,1.097594,2.084208,1.506409,1.9376,2.651053,2.074026,1.433151,2.267761,3.61876,3.299317,2.191864,2.884033,2.41687,1.755585,2.113715,2.630402,2.462909,2.546826,2.436341,1.432047,1.657249,1.573045,1.995733,1.809723,1.107976,2.343501,1.361059,2.143852,1.929858,1.995106,1.637635,1.050326,2.053127,1.685946,2.086766,2.97055
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051342_anat_thickness.nii.gz,MaxMun_c_0051342,0.006903,0.834663,0.132158,0.000032,0.003009,0,0,0,0,0,0.000159,2.401546,4.755556,0,0.000074,0.019639,0,0.002261,1.312817,0.097078,0.000101,0.003688,0,0.000009,0,2.209086,4.906717,0.001635,0.019489,0,0.013163,0,0.001613,0.000015,0,2.247891,1.683645,1.181704,3.915507,2.978425,1.735508,2.876584,2.418299,1.684989,2.251074,1.973,2.428013,2.554819,2.102983,1.245161,1.871582,1.653836,1.63415,1.140179,1.019481,2.226503,1.50027,1.969595,3.174746,2.001437,1.828037,1.01199,2.011892,1.783994,1.64726,3.315201,2.112992,1.622517,1.283678,3.757015,2.894922,1.945364,3.215003,2.175624,1.621933,2.328886,2.231599,2.475289,2.659652,2.088112,1.248311,1.931897,1.977446,2.073605,1.395146,1.223572,2.432504,1.482947,1.906906,3.189038,2.204472,1.907064,1.017124,2.019929,1.784115,1.592893,3.497159
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051343_anat_thickness.nii.gz,MaxMun_c_0051343,0.005526,0.442963,0.104908,0.000001,0.00123,0.000001,0,0,0,0,0.000067,1.981163,5.128345,0,0.000131,0.010348,0,0.001639,1.342251,0.09433,0.000005,0.000554,0,0.000059,0,2.124919,5.639767,0,0.018587,0,0.007678,0,0.006796,0.000019,0,2.389986,1.716189,1.525626,4.123221,2.808012,1.66528,2.445365,2.459407,1.906182,2.198511,1.800667,1.907857,2.56582,1.722208,1.311898,1.720518,1.645901,1.614219,1.065469,1.17581,2.583198,1.306162,1.818536,3.228723,1.904306,1.771736,1.163423,2.067024,1.711675,1.881276,3.177314,2.015598,1.659832,1.932406,3.90999,3.092396,2.043824,2.837744,2.442731,1.912156,2.369868,2.575097,2.313721,2.681981,1.594864,1.375046,1.793237,1.801399,1.651043,1.416618,1.189232,2.598971,1.301294,2.073033,2.919104,1.798106,1.783497,1.119748,1.954846,1.609354,1.450199,3.273614
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051344_anat_thickness.nii.gz,MaxMun_c_0051344,0.010853,1.220577,0.132437,0,0.002194,0,0.000023,0,0,0,0.000012,2.100514,4.908052,0,0,0.016968,0,0.00713,0.668119,0.101563,0,0.002461,0,0.000018,0,2.425145,4.466851,0.000179,0.010095,0,0.008808,0,0.001138,0,0,2.706622,1.690033,1.31831,3.854102,3.308396,1.706248,3.000501,2.468938,1.803687,2.783297,1.935741,2.667932,2.511101,2.233718,1.077491,1.873378,1.916054,1.58844,1.195132,1.136928,2.406372,1.403807,1.950666,3.745736,2.01235,1.887062,1.168112,2.213926,1.861988,1.799187,3.131957,1.78142,1.544411,1.641201,3.818168,3.565267,2.008997,3.003488,2.614795,1.952162,2.851904,2.202507,3.101133,2.583871,2.213037,1.165361,1.801204,2.266115,2.019603,1.307495,1.087075,2.551327,1.115135,1.944597,2.868203,2.141716,1.985063,1.162091,2.109755,1.634014,1.830229,3.412424
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051345_anat_thickness.nii.gz,MaxMun_c_0051345,0.008071,1.103282,0.10117,0.000013,0.001888,0,0.000081,0,0,0,0.000084,2.062142,4.665451,0,0,0.015149,0,0.003124,0.546064,0.102858,0.000011,0.001177,0.000005,0,0,2.070331,4.700584,0.001256,0.015399,0,0.01258,0,0.003407,0.000164,0,2.308546,1.527063,1.520593,3.524824,3.072952,1.884302,3.076982,2.321256,1.821589,2.436535,1.823066,2.492578,2.741598,1.812599,1.513029,1.637082,1.715466,1.608974,1.245916,1.057074,2.181655,1.323036,2.007474,3.180726,2.148221,1.732297,1.233412,2.077681,1.781459,1.62227,3.163427,2.411406,1.625091,1.453591,4.047727,3.496817,2.174825,3.246059,2.49478,1.987496,2.47708,1.783444,2.794725,2.716643,1.923643,1.160858,1.758667,1.883861,1.862714,1.092545,1.091857,2.462469,1.206595,1.647784,3.365782,1.999175,1.739301,1.202141,1.872773,1.677622,1.712318,3.515722
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051346_anat_thickness.nii.gz,MaxMun_c_0051346,0.001629,1.232507,0.100446,0,0.000885,0,0.00002,0.000022,0,0,0.000008,2.310177,4.998529,0,0,0.009216,0,0.000925,1.085189,0.086132,0,0.002554,0,0.000068,0,2.596025,5.238705,0,0.010084,0,0.003165,0,0.00121,0.000131,0,2.131533,1.58229,1.084839,4.151696,3.161345,1.920616,3.404731,2.721729,1.939723,2.525657,1.965266,2.83999,2.890988,2.016737,1.167765,1.874375,2.260278,1.390032,1.114287,0.821138,2.667067,1.076348,2.106759,3.397573,2.212101,1.816718,1.144608,2.022988,1.771703,1.50847,3.060917,2.523497,1.477974,1.338746,4.639544,3.255835,2.218758,3.48137,2.595174,1.653818,2.971752,2.286748,3.498661,3.058251,2.185032,1.40298,1.660982,1.970444,1.4016,1.694876,0.955212,3.204617,1.212697,2.32076,3.672498,2.352141,1.936301,1.084156,1.808413,1.792205,1.503598,3.170797
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051347_anat_thickness.nii.gz,MaxMun_c_0051347,0.01242,0.91116,0.063766,0.000005,0.001871,0,0.000009,0,0,0,0.000003,2.428679,4.425369,0,0,0.01174,0,0.007174,0.573055,0.055616,0,0.002135,0,0.000075,0,2.466637,4.879779,0.000293,0.015767,0,0.012936,0,0.000704,0,0,2.337387,1.537123,1.354815,3.617171,2.999782,2.160214,3.369686,2.368472,1.880379,2.492131,1.713034,2.405251,2.813157,2.23967,1.364818,1.776236,2.119183,1.856805,1.055399,1.192849,2.229595,1.218944,1.914691,3.596633,2.316601,1.895406,1.1185,2.093271,1.871036,2.430705,3.181892,2.376532,1.599055,1.546305,4.167047,3.23213,2.250069,3.138589,2.515015,2.081507,2.262535,2.105233,2.489768,2.762493,2.237328,1.332937,1.934271,1.971525,1.912606,1.691659,1.184562,2.496717,1.125394,2.001275,2.906021,2.349987,1.927669,1.062629,2.200001,1.845955,1.877518,3.463825
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_c_0051348_anat_thickness.nii.gz,MaxMun_c_0051348,0.003399,0.912694,0.149677,0.000275,0.001559,0,0.000067,0,0,0,0.000112,2.258408,4.718056,0,0,0.015165,0,0.004957,0.39466,0.112229,0,0.002315,0,0.000015,0,2.171172,4.540333,0,0.019859,0,0.013916,0,0.005083,0.0011,0,2.578144,2.158384,1.73745,4.714442,3.438671,2.461784,3.538005,2.856773,2.197706,2.292209,2.318804,1.897155,3.510618,2.623802,1.628274,1.746759,2.097026,1.816906,1.633805,1.351253,3.036907,1.585989,2.565819,3.485604,2.591233,1.984607,1.661298,2.431854,1.949154,1.889718,2.897734,1.543948,2.161027,2.171725,4.401494,4.033355,3.065371,3.208235,3.245083,2.357664,2.437368,2.290063,2.603456,3.094419,2.795145,1.591784,2.088172,2.080156,1.89642,2.391879,1.40473,3.065606,1.608528,2.921357,3.334496,2.288337,2.120301,1.738842,2.282211,2.473656,2.147072,3.600066
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051329_anat_thickness.nii.gz,MaxMun_d_0051329,0.013673,1.271691,0.143148,0.000194,0.001506,0,0.000007,0,0,0,0.000306,2.369306,4.453636,0,0,0.016411,0,0.012589,0.253923,0.123846,0,0.001861,0,0.000005,0,2.45431,4.244598,0.000134,0.014033,0,0.008308,0,0.003581,0.000073,0,3.067496,1.813554,1.578928,3.976569,3.740225,2.337243,3.237075,2.857813,2.206181,2.640897,2.22792,3.086346,3.124135,2.701295,1.803987,1.848586,1.970719,1.815299,1.50417,1.340461,2.984197,1.427922,2.619141,4.432113,2.367357,2.240875,1.300187,2.179522,2.099904,2.120982,3.614874,3.058256,1.795244,1.73099,4.07511,3.82487,2.567634,3.350117,2.968903,2.37212,2.701671,2.604239,3.645143,3.041633,2.728573,1.478435,2.146644,2.254414,1.782029,1.524365,1.309518,3.313194,1.488662,2.49358,3.936784,2.412112,2.271857,1.310438,2.215736,2.164647,2.25376,3.763227
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051330_anat_thickness.nii.gz,MaxMun_d_0051330,0.010818,1.038397,0.100358,0.000088,0.001256,0,0,0,0,0,0.000058,2.27378,4.457799,0,0,0.004994,0,0.019732,0.501012,0.084274,0.000025,0.001465,0,0.000017,0,2.296454,4.726364,0.000113,0.00677,0,0.003943,0,0.000259,0,0,1.698424,1.313607,1.387678,3.718342,3.232747,1.764969,3.412704,2.058092,2.042964,1.926357,2.044339,2.148812,2.572161,2.256066,0.991905,1.141134,1.410547,1.144313,1.565613,0.967259,1.828776,1.012564,1.653525,2.952748,1.612511,1.507798,1.043851,1.799957,1.538974,1.152518,2.729889,1.701071,1.437311,1.433136,4.242503,3.536509,2.054614,3.360788,2.025295,1.979764,2.229033,2.168106,2.511948,2.756843,2.540092,0.916642,1.155926,1.663816,1.21809,1.57274,0.810292,1.964149,0.881822,1.696208,2.180446,1.858473,1.514077,0.982543,1.681999,1.614672,0.980836,3.128224
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051331_anat_thickness.nii.gz,MaxMun_d_0051331,0.004203,0.535442,0.088333,0.000086,0.00122,0,0,0,0,0,0.000206,2.382105,4.846377,0,0,0.02206,0,0.004624,0.601603,0.073674,0.000124,0.00098,0,0,0,2.48213,4.763835,0,0.018808,0,0.006012,0,0.000428,0,0,2.649491,1.500364,0.960397,3.844145,2.634336,1.537612,3.316599,2.367633,1.509727,2.808616,1.624373,2.968346,2.782401,1.695279,1.142103,1.724225,2.056643,1.83612,0.721156,1.137061,2.226366,1.255713,1.665637,3.686479,2.411955,1.873958,1.112983,2.115603,1.646055,1.691041,2.81975,2.65012,1.451182,0.804426,3.985782,3.192119,1.537583,3.035221,2.316064,1.527125,2.593596,1.799685,2.963009,2.575437,1.659908,1.102852,1.586031,2.242938,1.858869,0.759708,1.114077,2.206385,1.21307,1.842137,3.601795,2.496963,1.936288,1.028798,1.846823,1.564421,1.334136,3.050565
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051349_anat_thickness.nii.gz,MaxMun_d_0051349,0.005167,0.923183,0.154286,0.000009,0.001738,0,0.000054,0,0,0,0,2.514201,4.592279,0,0,0.010481,0,0.003113,0.335089,0.148665,0,0.001851,0,0.000035,0,2.275569,3.497317,0,0.007889,0,0.002802,0,0.006699,0.0013,0,1.88504,2.180403,2.10107,3.510074,4.267494,2.563865,3.713236,2.907467,2.802072,2.854129,3.108371,2.689708,3.837474,2.816733,1.45981,1.731138,1.981122,2.018629,2.264951,1.294459,2.784826,1.28754,2.664866,2.985079,2.612094,2.295997,1.586859,2.092367,2.25018,1.939752,3.158999,1.6096,1.966303,1.881616,2.814163,4.239651,2.801239,4.131622,3.132443,2.58003,2.986657,2.768882,3.165522,3.585048,3.035907,1.59159,1.952069,1.860887,2.283517,1.827477,1.408994,3.326019,1.264259,2.730562,2.100146,2.783967,2.154321,1.629814,2.190118,2.326148,1.706606,4.017196
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051350_anat_thickness.nii.gz,MaxMun_d_0051350,0.007527,0.75987,0.11233,0.000293,0.001498,0,0.000006,0,0,0,0.000515,2.23437,4.472431,0,0,0.00966,0,0.005259,0.557156,0.076128,0.000014,0.001727,0,0.000036,0,2.566627,4.235559,0,0.012657,0,0.004255,0,0.002008,0.000495,0,3.320694,2.215014,1.919304,4.382866,3.683463,2.662183,3.650634,3.251363,2.662105,2.749594,2.560149,3.17062,3.721598,2.731849,1.719908,2.078217,1.721202,2.126469,1.800566,1.275468,3.792457,1.49857,2.789816,4.268758,3.002778,2.22943,1.476155,2.294682,2.233369,1.851493,3.004548,1.74777,1.965118,2.009412,3.838823,4.146585,3.099908,3.83255,3.534503,2.254525,2.815575,2.482449,3.252259,3.755463,2.980126,1.630622,2.150665,2.321594,2.281686,1.906847,1.326935,3.214638,1.650346,2.747446,2.793602,3.111988,2.57416,1.027592,2.297067,2.436683,1.610482,3.591515
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051351_anat_thickness.nii.gz,MaxMun_d_0051351,0.015131,1.819144,0.135685,0.000036,0.00194,0,0.000012,0,0,0,0.000078,2.393276,4.56943,0,0,0.010935,0,0.004168,0.822623,0.127259,0.000003,0.002358,0,0.000022,0,2.202696,4.595765,0.000659,0.014045,0,0.006198,0,0.006693,0.000221,0,2.7058,2.049833,1.800618,3.896215,3.589896,2.456875,3.26434,3.438385,2.067978,2.606788,2.425337,2.995526,3.533078,2.812526,1.626187,2.151476,2.172891,2.194365,1.493131,1.657467,2.931442,1.773554,2.67822,3.551562,2.49425,2.283993,1.509344,2.462217,2.272872,1.995805,3.964461,2.242684,1.867722,1.814871,3.628964,3.898327,2.53646,3.552784,3.142919,2.29255,2.716628,2.533912,2.918878,3.33766,2.277936,1.55445,2.412453,2.541551,2.268672,1.330825,1.561299,2.81603,1.634602,2.682227,3.003103,2.47253,2.221999,1.299059,2.437823,2.418261,2.007999,4.402414
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051352_anat_thickness.nii.gz,MaxMun_d_0051352,0.001301,0.371949,0.122093,0,0.001153,0,0,0,0,0,0.000006,2.084352,4.362028,0,0,0.00249,0,0.002616,0.288438,0.112281,0,0.000818,0,0,0,2.044513,3.835999,0,0.000776,0,0.012157,0,0.005349,0.000198,0,2.48122,2.233566,2.046246,3.313606,3.82118,3.098031,3.826088,2.593327,3.003535,2.647142,2.259956,3.114249,3.671093,1.667945,1.332138,1.804506,1.35646,1.963651,2.028149,1.452494,2.634805,1.431547,2.468543,3.597402,2.945125,2.158087,1.6657,1.858557,2.421549,1.487678,2.702083,1.991742,2.142676,1.856381,3.167816,4.212614,3.232663,4.062288,2.822221,2.848634,2.526959,2.718584,3.016834,3.274448,2.449627,1.606925,2.036907,1.992133,2.041383,2.027389,1.360075,3.138365,1.489013,2.340092,3.293964,3.08914,2.308915,1.290171,1.851144,2.554852,1.3183,3.283248
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051353_anat_thickness.nii.gz,MaxMun_d_0051353,0.0006,0.308565,0.128886,0.000029,0.00187,0,0,0,0,0,0.000007,1.853524,3.779211,0,0,0.001924,0,0.000702,0.15477,0.154266,0,0.001261,0,0,0,2.060656,3.459262,0,0.005155,0,0.012986,0,0.005501,0.006404,0,1.314905,2.428409,2.020664,2.704665,4.148763,4.253658,3.781416,2.853938,3.591396,2.022335,3.517555,2.129117,4.558113,1.358642,1.243169,1.434189,1.756029,1.98604,2.777991,1.237905,1.944787,1.204445,2.708357,3.387629,3.064911,2.382284,2.271079,2.114122,2.466627,1.456465,2.140325,0.719066,2.421812,2.06317,3.08289,4.668403,4.553355,3.838916,3.117439,3.435322,1.823495,3.065378,2.317676,4.049971,3.108872,1.376585,1.805086,2.603637,1.971069,2.423699,1.513624,2.186198,1.43582,2.778254,2.760107,3.11222,2.424805,2.098428,2.346056,2.732842,0.904666,3.207373
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051354_anat_thickness.nii.gz,MaxMun_d_0051354,0.012304,1.171001,0.130947,0,0.001956,0,0.000008,0,0,0,0.000052,1.965683,4.72716,0,0.000053,0.013036,0,0.011467,0.764189,0.128281,0,0.002331,0,0,0,2.209667,4.738068,0.00039,0.012831,0,0.017875,0,0.009035,0.000185,0,3.315037,1.890848,2.368088,4.160397,3.452959,2.773654,3.278139,3.227958,2.477794,2.595624,2.442438,2.259737,3.118748,2.677112,1.802249,1.897509,1.869168,1.743941,2.197194,1.394415,3.584306,1.544357,2.573419,3.598845,2.212331,2.159773,1.607032,2.353557,2.146108,2.04229,4.116605,2.509751,1.937881,2.214272,4.44083,3.697447,2.998205,3.465459,2.785651,2.530742,2.786166,2.470646,2.920935,3.1826,2.686997,1.513514,2.204022,2.681232,2.384925,1.686823,1.723404,3.112479,1.654221,2.725715,2.910936,2.589906,2.196291,1.660999,2.160947,2.47669,1.960915,4.054938
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051355_anat_thickness.nii.gz,MaxMun_d_0051355,0.011206,1.366802,0.155954,0,0.00197,0,0.000098,0,0,0,0.000004,2.310397,4.665915,0,0,0.014092,0,0.008736,0.546853,0.136159,0,0.001642,0,0.00002,0,2.313463,4.61534,0.0003,0.010242,0,0.004693,0,0.006991,0.000175,0,3.332318,2.000403,1.783339,3.864243,3.453732,2.577504,3.6019,3.136685,2.300316,2.962535,2.48228,2.904538,3.294661,2.552496,1.627337,2.103197,2.016704,2.004167,1.771632,1.240546,3.030495,1.567784,2.629682,4.254688,2.584232,2.290969,1.429855,2.03264,2.10992,1.713781,3.215849,2.552166,1.82296,1.99424,3.79835,3.581054,2.620231,3.511618,3.04155,2.164935,2.740992,2.611767,2.781295,3.050137,2.10906,1.495169,2.118715,2.138278,2.094878,2.244703,1.299333,2.976554,1.573886,2.511375,3.574933,2.631132,2.232267,1.289731,2.053639,2.057624,1.653334,3.460303
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051356_anat_thickness.nii.gz,MaxMun_d_0051356,0.007677,0.541084,0.119289,0,0.001243,0,0.000014,0,0,0,0,2.146488,4.569153,0,0,0.008369,0,0.005162,0.483118,0.112864,0,0.002536,0,0.000082,0,2.201329,4.709998,0,0.004943,0,0.010217,0,0.001861,0.000053,0,2.963834,2.324507,2.092079,3.607431,3.382945,2.741332,3.389252,3.179578,2.514904,2.638406,2.694529,2.715108,3.468514,2.447915,1.888086,2.148385,2.487338,1.883826,2.043777,1.514649,3.481701,1.697627,2.866465,3.481162,2.604407,2.419567,1.750619,2.300609,2.191528,1.893832,3.771485,2.635547,2.174857,1.849841,3.544142,3.592923,2.743766,3.25566,3.279849,2.570562,2.687043,2.585885,2.872183,3.573839,2.439782,1.651866,2.193878,2.488073,2.430674,1.722131,1.487283,3.237059,1.77071,2.773343,3.402191,2.344515,2.407038,1.791604,2.299768,2.242316,2.449078,3.928375
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051357_anat_thickness.nii.gz,MaxMun_d_0051357,0.007081,0.592284,0.125123,0.000003,0.002179,0,0,0,0,0,0.000026,2.063504,4.267104,0,0.000079,0.012772,0,0.006343,0.454565,0.11057,0,0.002315,0,0,0,2.180116,4.383359,0.002048,0.011095,0,0.00485,0,0.007746,0.001478,0,3.131402,2.138929,1.819626,4.059749,3.398099,2.51476,3.238671,3.20561,2.326658,2.916314,2.52974,2.613185,3.177742,2.601099,2.305101,2.374152,2.243797,2.201757,1.295513,1.909131,2.908476,1.850054,2.887319,3.987058,2.759175,2.495606,1.863181,2.515114,2.381703,2.405946,3.187796,2.921628,2.204389,1.981903,3.235432,3.595424,2.710243,3.663263,3.128175,2.541257,2.784435,2.355959,2.942767,3.406168,2.741642,2.126291,2.263854,2.198162,2.161806,1.543913,1.825254,3.428941,1.857701,2.492551,3.332574,2.633736,2.740439,1.763581,2.578658,2.456081,1.799953,3.495616
/data/Projects/ABIDE_Initiative/Outputs/ants/anat_thickness/MaxMun_d_0051358_anat_thickness.nii.gz,MaxMun_d_0051358,0.002686,0.535121,0.114039,0,0.001356,0,0.000003,0,0,0,0,2.221409,4.214938,0,0,0.022406,0,0.002709,0.56375,0.106821,0,0.001794,0,0,0,2.356544,4.191297,0,0.005546,0,0.004329,0,0.003821,0,0,1.747141,2.228588,2.146077,3.661117,4.072618,2.444252,3.837437,3.285425,2.68202,2.493007,2.585605,2.656909,3.433046,2.54025,1.408388,1.533454,1.759741,1.532223,2.330011,1.308867,2.444617,1.349132,2.408059,3.505965,2.494635,2.314678,1.757746,2.180822,2.301958,1.646532,2.579698,1.011819,2.07248,2.119165,3.529453,4.085399,2.551629,3.455056,3.397184,2.540164,2.454503,2.927253,2.625145,3.348468,2.811476,1.437419,1.752442,2.360456,1.6954,2.532665,1.461967,2.805367,1.337216,2.276697,2.481154,2.793531,2.185145,1.428892,2.019324,2.005755,1.578162,3.346303
