subject #,SITE_ID,Subject_ID,Has_Pheno,Has FSvol5.1,Has ANTthick,Has FSvol5.3
50475,USM,USM_0050475,TRUE,TRUE,TRUE,TRUE
50476,USM,USM_0050476,TRUE,TRUE,TRUE,TRUE
50477,USM,USM_0050477,TRUE,TRUE,TRUE,TRUE
50478,USM,USM_0050478,TRUE,TRUE,TRUE,TRUE
50479,USM,USM_0050479,TRUE,TRUE,TRUE,TRUE
50480,USM,USM_0050480,TRUE,TRUE,TRUE,TRUE
50481,USM,USM_0050481,TRUE,TRUE,TRUE,TRUE
50482,USM,USM_0050482,TRUE,TRUE,TRUE,TRUE
50483,USM,USM_0050483,TRUE,TRUE,TRUE,TRUE
50484,USM,USM_0050484,TRUE,TRUE,TRUE,TRUE
50485,USM,USM_0050485,TRUE,TRUE,TRUE,TRUE
50486,USM,USM_0050486,TRUE,TRUE,TRUE,TRUE
50487,USM,USM_0050487,TRUE,TRUE,TRUE,TRUE
50488,USM,USM_0050488,TRUE,TRUE,TRUE,TRUE
50489,USM,USM_0050489,TRUE,TRUE,TRUE,TRUE
50490,USM,USM_0050490,TRUE,TRUE,TRUE,TRUE
50491,USM,USM_0050491,TRUE,TRUE,TRUE,TRUE
50492,USM,USM_0050492,TRUE,TRUE,TRUE,TRUE
50493,USM,USM_0050493,TRUE,TRUE,TRUE,TRUE
50494,USM,USM_0050494,TRUE,TRUE,TRUE,TRUE
50495,USM,USM_0050495,TRUE,TRUE,TRUE,TRUE
50496,USM,USM_0050496,TRUE,TRUE,TRUE,TRUE
50497,USM,USM_0050497,TRUE,TRUE,TRUE,TRUE
50498,USM,USM_0050498,TRUE,TRUE,TRUE,TRUE
50499,USM,USM_0050499,TRUE,TRUE,TRUE,TRUE
50500,USM,USM_0050500,TRUE,TRUE,TRUE,TRUE
50501,USM,USM_0050501,TRUE,TRUE,TRUE,TRUE
50502,USM,USM_0050502,TRUE,TRUE,TRUE,TRUE
50503,USM,USM_0050503,TRUE,TRUE,TRUE,TRUE
50504,USM,USM_0050504,TRUE,TRUE,TRUE,TRUE
50505,USM,USM_0050505,TRUE,TRUE,TRUE,TRUE
50506,USM,USM_0050506,TRUE,TRUE,TRUE,TRUE
50507,USM,USM_0050507,TRUE,TRUE,TRUE,TRUE
50508,USM,USM_0050508,TRUE,TRUE,TRUE,TRUE
50509,USM,USM_0050509,TRUE,TRUE,TRUE,TRUE
50510,USM,USM_0050510,TRUE,TRUE,TRUE,TRUE
50511,USM,USM_0050511,TRUE,TRUE,TRUE,TRUE
50512,USM,USM_0050512,TRUE,TRUE,TRUE,TRUE
50513,USM,USM_0050513,TRUE,TRUE,TRUE,TRUE
50514,USM,USM_0050514,TRUE,TRUE,TRUE,TRUE
50515,USM,USM_0050515,TRUE,TRUE,TRUE,TRUE
50516,USM,USM_0050516,TRUE,TRUE,TRUE,TRUE
50517,USM,USM_0050517,TRUE,TRUE,TRUE,TRUE
50518,USM,USM_0050518,TRUE,TRUE,TRUE,TRUE
50519,USM,USM_0050519,TRUE,TRUE,TRUE,TRUE
50520,USM,USM_0050520,TRUE,TRUE,TRUE,TRUE
50521,USM,USM_0050521,TRUE,TRUE,TRUE,TRUE
50522,USM,USM_0050522,TRUE,TRUE,TRUE,TRUE
50523,USM,USM_0050523,TRUE,TRUE,TRUE,TRUE
50524,USM,USM_0050524,TRUE,TRUE,TRUE,TRUE
50525,USM,USM_0050525,TRUE,TRUE,TRUE,TRUE
50526,USM,USM_0050526,TRUE,TRUE,TRUE,TRUE
50527,USM,USM_0050527,TRUE,TRUE,TRUE,TRUE
50528,USM,USM_0050528,TRUE,TRUE,TRUE,TRUE
50529,USM,USM_0050529,TRUE,TRUE,TRUE,TRUE
50530,USM,USM_0050530,TRUE,TRUE,TRUE,TRUE
50531,USM,USM_0050531,TRUE,TRUE,TRUE,TRUE
50532,USM,USM_0050532,TRUE,TRUE,TRUE,TRUE
50551,YALE,Yale_0050551,TRUE,TRUE,TRUE,TRUE
50552,YALE,Yale_0050552,TRUE,TRUE,TRUE,TRUE
50553,YALE,Yale_0050553,TRUE,TRUE,TRUE,TRUE
50554,YALE,Yale_0050554,TRUE,TRUE,TRUE,TRUE
50555,YALE,Yale_0050555,TRUE,TRUE,TRUE,TRUE
50556,YALE,Yale_0050556,TRUE,TRUE,TRUE,TRUE
50557,YALE,Yale_0050557,TRUE,TRUE,TRUE,TRUE
50558,YALE,Yale_0050558,TRUE,TRUE,TRUE,TRUE
50559,YALE,Yale_0050559,TRUE,TRUE,TRUE,TRUE
50560,YALE,Yale_0050560,TRUE,TRUE,TRUE,TRUE
50561,YALE,Yale_0050561,TRUE,TRUE,TRUE,TRUE
50562,YALE,Yale_0050562,TRUE,TRUE,TRUE,TRUE
50563,YALE,Yale_0050563,TRUE,TRUE,TRUE,TRUE
50564,YALE,Yale_0050564,TRUE,TRUE,TRUE,TRUE
50565,YALE,Yale_0050565,TRUE,TRUE,TRUE,TRUE
50566,YALE,Yale_0050566,TRUE,TRUE,TRUE,TRUE
50567,YALE,Yale_0050567,TRUE,TRUE,TRUE,TRUE
50568,YALE,Yale_0050568,TRUE,TRUE,TRUE,TRUE
50569,YALE,Yale_0050569,TRUE,TRUE,TRUE,TRUE
50570,YALE,Yale_0050570,TRUE,TRUE,TRUE,TRUE
50571,YALE,Yale_0050571,TRUE,TRUE,TRUE,TRUE
50572,YALE,Yale_0050572,TRUE,TRUE,TRUE,TRUE
50573,YALE,Yale_0050573,TRUE,TRUE,TRUE,TRUE
50574,YALE,Yale_0050574,TRUE,TRUE,TRUE,TRUE
50575,YALE,Yale_0050575,TRUE,TRUE,TRUE,TRUE
50576,YALE,Yale_0050576,TRUE,TRUE,TRUE,TRUE
50577,YALE,Yale_0050577,TRUE,TRUE,TRUE,TRUE
50578,YALE,Yale_0050578,TRUE,TRUE,TRUE,TRUE
50601,YALE,Yale_0050601,TRUE,TRUE,TRUE,TRUE
50602,YALE,Yale_0050602,TRUE,TRUE,TRUE,TRUE
50603,YALE,Yale_0050603,TRUE,TRUE,TRUE,TRUE
50604,YALE,Yale_0050604,TRUE,TRUE,TRUE,TRUE
50605,YALE,Yale_0050605,TRUE,TRUE,TRUE,TRUE
50606,YALE,Yale_0050606,TRUE,TRUE,TRUE,TRUE
50607,YALE,Yale_0050607,TRUE,TRUE,TRUE,TRUE
50608,YALE,Yale_0050608,TRUE,TRUE,TRUE,TRUE
50609,YALE,Yale_0050609,TRUE,TRUE,TRUE,TRUE
50610,YALE,Yale_0050610,TRUE,TRUE,TRUE,TRUE
50611,YALE,Yale_0050611,TRUE,TRUE,TRUE,TRUE
50612,YALE,Yale_0050612,TRUE,TRUE,TRUE,TRUE
50613,YALE,Yale_0050613,TRUE,TRUE,TRUE,TRUE
50614,YALE,Yale_0050614,TRUE,TRUE,TRUE,TRUE
50615,YALE,Yale_0050615,TRUE,TRUE,TRUE,TRUE
50616,YALE,Yale_0050616,TRUE,TRUE,TRUE,TRUE
50617,YALE,Yale_0050617,TRUE,TRUE,TRUE,TRUE
50618,YALE,Yale_0050618,TRUE,TRUE,TRUE,TRUE
50619,YALE,Yale_0050619,TRUE,TRUE,TRUE,TRUE
50620,YALE,Yale_0050620,TRUE,TRUE,TRUE,TRUE
50621,YALE,Yale_0050621,TRUE,TRUE,TRUE,TRUE
50622,YALE,Yale_0050622,TRUE,TRUE,TRUE,TRUE
50623,YALE,Yale_0050623,TRUE,TRUE,TRUE,TRUE
50624,YALE,Yale_0050624,TRUE,TRUE,TRUE,TRUE
50625,YALE,Yale_0050625,TRUE,TRUE,TRUE,TRUE
50626,YALE,Yale_0050626,TRUE,TRUE,TRUE,TRUE
50627,YALE,Yale_0050627,TRUE,TRUE,TRUE,TRUE
50628,YALE,Yale_0050628,TRUE,TRUE,TRUE,TRUE
50642,CMU,CMU_a_0050642,TRUE,TRUE,TRUE,TRUE
50643,CMU,CMU_b_0050643,TRUE,TRUE,TRUE,FALSE
50644,CMU,CMU_b_0050644,TRUE,TRUE,TRUE,FALSE
50645,CMU,CMU_b_0050645,TRUE,TRUE,TRUE,FALSE
50646,CMU,CMU_a_0050646,TRUE,TRUE,TRUE,FALSE
50647,CMU,CMU_a_0050647,TRUE,TRUE,TRUE,FALSE
50648,CMU,CMU_b_0050648,TRUE,TRUE,TRUE,FALSE
50649,CMU,CMU_a_0050649,TRUE,TRUE,TRUE,FALSE
50650,CMU,CMU_b_0050650,TRUE,TRUE,TRUE,FALSE
50651,CMU,CMU_b_0050651,TRUE,TRUE,TRUE,FALSE
50652,CMU,CMU_b_0050652,TRUE,TRUE,TRUE,FALSE
50653,CMU,CMU_a_0050653,TRUE,TRUE,TRUE,FALSE
50654,CMU,CMU_a_0050654,TRUE,TRUE,TRUE,FALSE
50655,CMU,CMU_b_0050655,TRUE,TRUE,TRUE,FALSE
50656,CMU,CMU_a_0050656,TRUE,TRUE,TRUE,FALSE
50657,CMU,CMU_b_0050657,TRUE,TRUE,TRUE,FALSE
50658,CMU,CMU_b_0050658,TRUE,TRUE,TRUE,FALSE
50659,CMU,CMU_a_0050659,TRUE,TRUE,TRUE,FALSE
50660,CMU,CMU_a_0050660,TRUE,TRUE,TRUE,FALSE
50661,CMU,CMU_b_0050661,TRUE,TRUE,TRUE,FALSE
50663,CMU,CMU_a_0050663,TRUE,TRUE,TRUE,FALSE
50664,CMU,CMU_a_0050664,TRUE,TRUE,TRUE,FALSE
50665,CMU,CMU_a_0050665,TRUE,TRUE,TRUE,FALSE
50666,CMU,CMU_a_0050666,TRUE,TRUE,TRUE,FALSE
50667,CMU,CMU_b_0050667,TRUE,TRUE,TRUE,FALSE
50668,CMU,CMU_a_0050668,TRUE,TRUE,TRUE,FALSE
50669,CMU,CMU_b_0050669,TRUE,TRUE,TRUE,TRUE
50682,LEUVEN_1,Leuven_1_0050682,TRUE,TRUE,TRUE,TRUE
50683,LEUVEN_1,Leuven_1_0050683,TRUE,TRUE,TRUE,TRUE
50685,LEUVEN_1,Leuven_1_0050685,TRUE,TRUE,TRUE,TRUE
50686,LEUVEN_1,Leuven_1_0050686,TRUE,TRUE,TRUE,TRUE
50687,LEUVEN_1,Leuven_1_0050687,TRUE,TRUE,TRUE,TRUE
50688,LEUVEN_1,Leuven_1_0050688,TRUE,TRUE,TRUE,TRUE
50689,LEUVEN_1,Leuven_1_0050689,TRUE,TRUE,TRUE,TRUE
50690,LEUVEN_1,Leuven_1_0050690,TRUE,TRUE,TRUE,TRUE
50691,LEUVEN_1,Leuven_1_0050691,TRUE,TRUE,TRUE,TRUE
50692,LEUVEN_1,Leuven_1_0050692,TRUE,TRUE,TRUE,TRUE
50693,LEUVEN_1,Leuven_1_0050693,TRUE,TRUE,TRUE,TRUE
50694,LEUVEN_1,Leuven_1_0050694,TRUE,TRUE,TRUE,TRUE
50695,LEUVEN_1,Leuven_1_0050695,TRUE,TRUE,TRUE,TRUE
50696,LEUVEN_1,Leuven_1_0050696,TRUE,TRUE,TRUE,TRUE
50697,LEUVEN_1,Leuven_1_0050697,TRUE,TRUE,FALSE,TRUE
50698,LEUVEN_1,Leuven_1_0050698,TRUE,TRUE,TRUE,TRUE
50699,LEUVEN_1,Leuven_1_0050699,TRUE,TRUE,TRUE,TRUE
50700,LEUVEN_1,Leuven_1_0050700,TRUE,TRUE,TRUE,TRUE
50701,LEUVEN_1,Leuven_1_0050701,TRUE,TRUE,TRUE,TRUE
50702,LEUVEN_1,Leuven_1_0050702,TRUE,TRUE,TRUE,TRUE
50703,LEUVEN_1,Leuven_1_0050703,TRUE,TRUE,TRUE,TRUE
50704,LEUVEN_1,Leuven_1_0050704,TRUE,TRUE,TRUE,TRUE
50705,LEUVEN_1,Leuven_1_0050705,TRUE,TRUE,TRUE,TRUE
50706,LEUVEN_1,Leuven_1_0050706,TRUE,TRUE,TRUE,TRUE
50707,LEUVEN_1,Leuven_1_0050707,TRUE,TRUE,TRUE,TRUE
50708,LEUVEN_1,Leuven_1_0050708,TRUE,TRUE,TRUE,TRUE
50709,LEUVEN_1,Leuven_1_0050709,TRUE,TRUE,TRUE,TRUE
50710,LEUVEN_1,Leuven_1_0050710,TRUE,TRUE,TRUE,TRUE
50711,LEUVEN_1,Leuven_1_0050711,TRUE,TRUE,TRUE,TRUE
50722,LEUVEN_2,Leuven_2_0050722,TRUE,TRUE,TRUE,TRUE
50723,LEUVEN_2,Leuven_2_0050723,TRUE,TRUE,TRUE,TRUE
50724,LEUVEN_2,Leuven_2_0050724,TRUE,TRUE,TRUE,TRUE
50725,LEUVEN_2,Leuven_2_0050725,TRUE,TRUE,TRUE,TRUE
50726,LEUVEN_2,Leuven_2_0050726,TRUE,TRUE,TRUE,TRUE
50727,LEUVEN_2,Leuven_2_0050727,TRUE,TRUE,TRUE,TRUE
50728,LEUVEN_2,Leuven_2_0050728,TRUE,TRUE,TRUE,TRUE
50730,LEUVEN_2,Leuven_2_0050730,TRUE,TRUE,TRUE,TRUE
50731,LEUVEN_2,Leuven_2_0050731,TRUE,TRUE,TRUE,TRUE
50732,LEUVEN_2,Leuven_2_0050732,TRUE,TRUE,TRUE,TRUE
50733,LEUVEN_2,Leuven_2_0050733,TRUE,TRUE,TRUE,TRUE
50734,LEUVEN_2,Leuven_2_0050734,TRUE,TRUE,TRUE,TRUE
50735,LEUVEN_2,Leuven_2_0050735,TRUE,TRUE,TRUE,TRUE
50736,LEUVEN_2,Leuven_2_0050736,TRUE,TRUE,TRUE,TRUE
50737,LEUVEN_2,Leuven_2_0050737,TRUE,TRUE,TRUE,TRUE
50738,LEUVEN_2,Leuven_2_0050738,TRUE,TRUE,TRUE,TRUE
50739,LEUVEN_2,Leuven_2_0050739,TRUE,TRUE,TRUE,TRUE
50740,LEUVEN_2,Leuven_2_0050740,TRUE,TRUE,TRUE,TRUE
50741,LEUVEN_2,Leuven_2_0050741,TRUE,TRUE,TRUE,TRUE
50742,LEUVEN_2,Leuven_2_0050742,TRUE,TRUE,TRUE,TRUE
50743,LEUVEN_2,Leuven_2_0050743,TRUE,TRUE,TRUE,TRUE
50744,LEUVEN_2,Leuven_2_0050744,TRUE,TRUE,TRUE,FALSE
50745,LEUVEN_2,Leuven_2_0050745,TRUE,TRUE,TRUE,TRUE
50746,LEUVEN_2,Leuven_2_0050746,TRUE,TRUE,TRUE,TRUE
50747,LEUVEN_2,Leuven_2_0050747,TRUE,TRUE,TRUE,TRUE
50748,LEUVEN_2,Leuven_2_0050748,TRUE,TRUE,TRUE,TRUE
50749,LEUVEN_2,Leuven_2_0050749,TRUE,TRUE,TRUE,TRUE
50750,LEUVEN_2,Leuven_2_0050750,TRUE,TRUE,TRUE,TRUE
50751,LEUVEN_2,Leuven_2_0050751,TRUE,TRUE,TRUE,TRUE
50752,LEUVEN_2,Leuven_2_0050752,TRUE,TRUE,TRUE,TRUE
50753,LEUVEN_2,Leuven_2_0050753,TRUE,TRUE,TRUE,TRUE
50754,LEUVEN_2,Leuven_2_0050754,TRUE,TRUE,TRUE,TRUE
50755,LEUVEN_2,Leuven_2_0050755,TRUE,TRUE,TRUE,TRUE
50756,LEUVEN_2,Leuven_2_0050756,TRUE,TRUE,TRUE,TRUE
50757,LEUVEN_2,Leuven_2_0050757,TRUE,TRUE,TRUE,TRUE
50772,KKI,KKI_0050772,TRUE,TRUE,TRUE,TRUE
50773,KKI,KKI_0050773,TRUE,TRUE,TRUE,TRUE
50774,KKI,KKI_0050774,TRUE,TRUE,TRUE,TRUE
50775,KKI,KKI_0050775,TRUE,TRUE,TRUE,TRUE
50776,KKI,KKI_0050776,TRUE,TRUE,TRUE,TRUE
50777,KKI,KKI_0050777,TRUE,TRUE,TRUE,TRUE
50778,KKI,KKI_0050778,TRUE,TRUE,TRUE,TRUE
50779,KKI,KKI_0050779,TRUE,TRUE,TRUE,FALSE
50780,KKI,KKI_0050780,TRUE,TRUE,TRUE,TRUE
50781,KKI,KKI_0050781,TRUE,TRUE,TRUE,TRUE
50782,KKI,KKI_0050782,TRUE,TRUE,TRUE,TRUE
50783,KKI,KKI_0050783,TRUE,TRUE,TRUE,TRUE
50784,KKI,KKI_0050784,TRUE,TRUE,TRUE,TRUE
50785,KKI,KKI_0050785,TRUE,TRUE,TRUE,FALSE
50786,KKI,KKI_0050786,TRUE,TRUE,TRUE,TRUE
50787,KKI,KKI_0050787,TRUE,TRUE,TRUE,TRUE
50788,KKI,KKI_0050788,TRUE,TRUE,TRUE,TRUE
50789,KKI,KKI_0050789,TRUE,TRUE,TRUE,TRUE
50790,KKI,KKI_0050790,TRUE,TRUE,TRUE,TRUE
50791,KKI,KKI_0050791,TRUE,TRUE,TRUE,TRUE
50792,KKI,KKI_0050792,TRUE,TRUE,TRUE,TRUE
50793,KKI,KKI_0050793,TRUE,TRUE,TRUE,TRUE
50794,KKI,KKI_0050794,TRUE,TRUE,TRUE,TRUE
50795,KKI,KKI_0050795,TRUE,TRUE,TRUE,TRUE
50796,KKI,KKI_0050796,TRUE,TRUE,TRUE,TRUE
50797,KKI,KKI_0050797,TRUE,TRUE,TRUE,TRUE
50798,KKI,KKI_0050798,TRUE,TRUE,TRUE,TRUE
50799,KKI,KKI_0050799,TRUE,TRUE,TRUE,TRUE
50800,KKI,KKI_0050800,TRUE,TRUE,TRUE,TRUE
50801,KKI,KKI_0050801,TRUE,TRUE,TRUE,TRUE
50802,KKI,KKI_0050802,TRUE,TRUE,TRUE,TRUE
50803,KKI,KKI_0050803,TRUE,TRUE,TRUE,TRUE
50804,KKI,KKI_0050804,TRUE,TRUE,TRUE,TRUE
50805,KKI,KKI_0050805,TRUE,TRUE,TRUE,TRUE
50806,KKI,KKI_0050806,TRUE,TRUE,TRUE,TRUE
50807,KKI,KKI_0050807,TRUE,TRUE,TRUE,TRUE
50808,KKI,KKI_0050808,TRUE,TRUE,TRUE,TRUE
50809,KKI,KKI_0050809,TRUE,TRUE,TRUE,TRUE
50810,KKI,KKI_0050810,TRUE,TRUE,TRUE,TRUE
50811,KKI,KKI_0050811,TRUE,TRUE,TRUE,TRUE
50812,KKI,KKI_0050812,TRUE,TRUE,TRUE,TRUE
50813,KKI,KKI_0050813,TRUE,TRUE,TRUE,TRUE
50814,KKI,KKI_0050814,TRUE,TRUE,TRUE,TRUE
50815,KKI,KKI_0050815,TRUE,TRUE,TRUE,FALSE
50816,KKI,KKI_0050816,TRUE,TRUE,TRUE,TRUE
50817,KKI,KKI_0050817,TRUE,TRUE,TRUE,TRUE
50818,KKI,KKI_0050818,TRUE,TRUE,TRUE,TRUE
50819,KKI,KKI_0050819,TRUE,TRUE,TRUE,TRUE
50820,KKI,KKI_0050820,TRUE,TRUE,TRUE,TRUE
50821,KKI,KKI_0050821,TRUE,TRUE,TRUE,TRUE
50822,KKI,KKI_0050822,TRUE,TRUE,TRUE,TRUE
50823,KKI,KKI_0050823,TRUE,TRUE,TRUE,TRUE
50824,KKI,KKI_0050824,TRUE,TRUE,TRUE,TRUE
50825,KKI,KKI_0050825,TRUE,TRUE,TRUE,FALSE
50826,KKI,KKI_0050826,TRUE,TRUE,TRUE,FALSE
50952,NYU,NYU_0050952,TRUE,TRUE,TRUE,TRUE
50953,NYU,NYU_0050953,TRUE,TRUE,TRUE,TRUE
50954,NYU,NYU_0050954,TRUE,TRUE,TRUE,TRUE
50955,NYU,NYU_0050955,TRUE,TRUE,TRUE,FALSE
50956,NYU,NYU_0050956,TRUE,TRUE,TRUE,TRUE
50957,NYU,NYU_0050957,TRUE,TRUE,TRUE,TRUE
50958,NYU,NYU_0050958,TRUE,TRUE,TRUE,TRUE
50959,NYU,NYU_0050959,TRUE,TRUE,TRUE,TRUE
50960,NYU,NYU_0050960,TRUE,TRUE,TRUE,TRUE
50961,NYU,NYU_0050961,TRUE,TRUE,TRUE,TRUE
50962,NYU,NYU_0050962,TRUE,TRUE,TRUE,TRUE
50964,NYU,NYU_0050964,TRUE,TRUE,TRUE,TRUE
50965,NYU,NYU_0050965,TRUE,TRUE,TRUE,TRUE
50966,NYU,NYU_0050966,TRUE,TRUE,TRUE,TRUE
50967,NYU,NYU_0050967,TRUE,TRUE,TRUE,TRUE
50968,NYU,NYU_0050968,TRUE,TRUE,TRUE,TRUE
50969,NYU,NYU_0050969,TRUE,TRUE,TRUE,TRUE
50970,NYU,NYU_0050970,TRUE,TRUE,TRUE,TRUE
50971,NYU,NYU_0050971,TRUE,TRUE,TRUE,TRUE
50972,NYU,NYU_0050972,TRUE,TRUE,TRUE,TRUE
50973,NYU,NYU_0050973,TRUE,TRUE,TRUE,TRUE
50974,NYU,NYU_0050974,TRUE,TRUE,TRUE,TRUE
50975,NYU,NYU_0050975,TRUE,TRUE,TRUE,TRUE
50976,NYU,NYU_0050976,TRUE,TRUE,TRUE,TRUE
50977,NYU,NYU_0050977,TRUE,TRUE,TRUE,TRUE
50978,NYU,NYU_0050978,TRUE,TRUE,TRUE,TRUE
50979,NYU,NYU_0050979,TRUE,TRUE,TRUE,TRUE
50980,NYU,NYU_0050980,TRUE,TRUE,TRUE,TRUE
50981,NYU,NYU_0050981,TRUE,TRUE,TRUE,TRUE
50982,NYU,NYU_0050982,TRUE,TRUE,TRUE,TRUE
50983,NYU,NYU_0050983,TRUE,TRUE,TRUE,TRUE
50984,NYU,NYU_0050984,TRUE,TRUE,TRUE,TRUE
50985,NYU,NYU_0050985,TRUE,TRUE,TRUE,TRUE
50986,NYU,NYU_0050986,TRUE,TRUE,TRUE,FALSE
50987,NYU,NYU_0050987,TRUE,TRUE,TRUE,FALSE
50988,NYU,NYU_0050988,TRUE,TRUE,TRUE,TRUE
50989,NYU,NYU_0050989,TRUE,TRUE,TRUE,TRUE
50990,NYU,NYU_0050990,TRUE,TRUE,TRUE,TRUE
50991,NYU,NYU_0050991,TRUE,TRUE,TRUE,TRUE
50992,NYU,NYU_0050992,TRUE,TRUE,TRUE,TRUE
50993,NYU,NYU_0050993,TRUE,TRUE,TRUE,TRUE
50994,NYU,NYU_0050994,TRUE,TRUE,TRUE,TRUE
50995,NYU,NYU_0050995,TRUE,TRUE,TRUE,TRUE
50996,NYU,NYU_0050996,TRUE,TRUE,TRUE,TRUE
50997,NYU,NYU_0050997,TRUE,TRUE,TRUE,TRUE
50998,NYU,NYU_0050998,TRUE,TRUE,TRUE,TRUE
50999,NYU,NYU_0050999,TRUE,TRUE,TRUE,TRUE
51000,NYU,NYU_0051000,TRUE,TRUE,TRUE,TRUE
51001,NYU,NYU_0051001,TRUE,TRUE,TRUE,TRUE
51002,NYU,NYU_0051002,TRUE,TRUE,TRUE,TRUE
51003,NYU,NYU_0051003,TRUE,TRUE,TRUE,TRUE
51006,NYU,NYU_0051006,TRUE,TRUE,TRUE,TRUE
51007,NYU,NYU_0051007,TRUE,TRUE,TRUE,TRUE
51008,NYU,NYU_0051008,TRUE,TRUE,TRUE,FALSE
51009,NYU,NYU_0051009,TRUE,TRUE,TRUE,TRUE
51010,NYU,NYU_0051010,TRUE,TRUE,TRUE,TRUE
51011,NYU,NYU_0051011,TRUE,TRUE,TRUE,TRUE
51012,NYU,NYU_0051012,TRUE,TRUE,TRUE,TRUE
51013,NYU,NYU_0051013,TRUE,TRUE,TRUE,TRUE
51014,NYU,NYU_0051014,TRUE,TRUE,TRUE,TRUE
51015,NYU,NYU_0051015,TRUE,TRUE,TRUE,TRUE
51016,NYU,NYU_0051016,TRUE,TRUE,TRUE,TRUE
51017,NYU,NYU_0051017,TRUE,TRUE,TRUE,TRUE
51018,NYU,NYU_0051018,TRUE,TRUE,TRUE,TRUE
51019,NYU,NYU_0051019,TRUE,TRUE,TRUE,TRUE
51020,NYU,NYU_0051020,TRUE,TRUE,TRUE,TRUE
51021,NYU,NYU_0051021,TRUE,TRUE,TRUE,TRUE
51023,NYU,NYU_0051023,TRUE,TRUE,TRUE,TRUE
51024,NYU,NYU_0051024,TRUE,TRUE,TRUE,TRUE
51025,NYU,NYU_0051025,TRUE,TRUE,TRUE,TRUE
51026,NYU,NYU_0051026,TRUE,TRUE,TRUE,TRUE
51027,NYU,NYU_0051027,TRUE,TRUE,TRUE,TRUE
51028,NYU,NYU_0051028,TRUE,TRUE,TRUE,TRUE
51029,NYU,NYU_0051029,TRUE,TRUE,TRUE,TRUE
51030,NYU,NYU_0051030,TRUE,TRUE,TRUE,TRUE
51032,NYU,NYU_0051032,TRUE,TRUE,TRUE,TRUE
51033,NYU,NYU_0051033,TRUE,TRUE,TRUE,FALSE
51034,NYU,NYU_0051034,TRUE,TRUE,TRUE,TRUE
51035,NYU,NYU_0051035,TRUE,TRUE,TRUE,TRUE
51036,NYU,NYU_0051036,TRUE,TRUE,TRUE,TRUE
51038,NYU,NYU_0051038,TRUE,TRUE,TRUE,TRUE
51039,NYU,NYU_0051039,TRUE,TRUE,TRUE,TRUE
51040,NYU,NYU_0051040,TRUE,TRUE,TRUE,TRUE
51041,NYU,NYU_0051041,TRUE,TRUE,TRUE,TRUE
51042,NYU,NYU_0051042,TRUE,TRUE,TRUE,TRUE
51044,NYU,NYU_0051044,TRUE,TRUE,TRUE,TRUE
51045,NYU,NYU_0051045,TRUE,TRUE,TRUE,TRUE
51046,NYU,NYU_0051046,TRUE,TRUE,TRUE,TRUE
51047,NYU,NYU_0051047,TRUE,TRUE,TRUE,TRUE
51048,NYU,NYU_0051048,TRUE,TRUE,TRUE,TRUE
51049,NYU,NYU_0051049,TRUE,TRUE,TRUE,TRUE
51050,NYU,NYU_0051050,TRUE,TRUE,TRUE,TRUE
51051,NYU,NYU_0051051,TRUE,TRUE,TRUE,TRUE
51052,NYU,NYU_0051052,TRUE,TRUE,TRUE,TRUE
51053,NYU,NYU_0051053,TRUE,TRUE,TRUE,TRUE
51054,NYU,NYU_0051054,TRUE,TRUE,TRUE,TRUE
51055,NYU,NYU_0051055,TRUE,TRUE,TRUE,TRUE
51056,NYU,NYU_0051056,TRUE,TRUE,TRUE,TRUE
51057,NYU,NYU_0051057,TRUE,TRUE,TRUE,TRUE
51058,NYU,NYU_0051058,TRUE,TRUE,TRUE,TRUE
51059,NYU,NYU_0051059,TRUE,TRUE,TRUE,TRUE
51060,NYU,NYU_0051060,TRUE,TRUE,TRUE,TRUE
51061,NYU,NYU_0051061,TRUE,TRUE,TRUE,TRUE
51062,NYU,NYU_0051062,TRUE,TRUE,TRUE,TRUE
51063,NYU,NYU_0051063,TRUE,TRUE,TRUE,TRUE
51064,NYU,NYU_0051064,TRUE,TRUE,TRUE,TRUE
51065,NYU,NYU_0051065,TRUE,TRUE,TRUE,TRUE
51066,NYU,NYU_0051066,TRUE,TRUE,TRUE,TRUE
51067,NYU,NYU_0051067,TRUE,TRUE,TRUE,TRUE
51068,NYU,NYU_0051068,TRUE,TRUE,TRUE,TRUE
51069,NYU,NYU_0051069,TRUE,TRUE,TRUE,TRUE
51070,NYU,NYU_0051070,TRUE,TRUE,TRUE,TRUE
51071,NYU,NYU_0051071,TRUE,TRUE,TRUE,TRUE
51072,NYU,NYU_0051072,TRUE,TRUE,TRUE,TRUE
51073,NYU,NYU_0051073,TRUE,TRUE,TRUE,TRUE
51074,NYU,NYU_0051074,TRUE,TRUE,TRUE,TRUE
51075,NYU,NYU_0051075,TRUE,TRUE,TRUE,TRUE
51076,NYU,NYU_0051076,TRUE,TRUE,TRUE,TRUE
51077,NYU,NYU_0051077,TRUE,TRUE,TRUE,TRUE
51078,NYU,NYU_0051078,TRUE,TRUE,TRUE,TRUE
51079,NYU,NYU_0051079,TRUE,TRUE,TRUE,TRUE
51080,NYU,NYU_0051080,TRUE,TRUE,TRUE,TRUE
51081,NYU,NYU_0051081,TRUE,TRUE,TRUE,TRUE
51082,NYU,NYU_0051082,TRUE,TRUE,TRUE,TRUE
51083,NYU,NYU_0051083,TRUE,TRUE,TRUE,TRUE
