"ANTS_roi","FS51_roi","r_value","p_value"
"L.parOP","L.latO",0.0566261401388393,0.0603397285739008
"L.parOP","L.FUS",0.304215320814818,5.23300867035204e-25
"L.parOP","R.LG",0.125481084502349,2.97447457470152e-05
"L.parOP","R.postCEN",0.212327909575697,1.08999231110299e-12
"L.parOP","L.periCAL",-0.100679696098909,0.000821658009266973
"L.parOP","L.SM",0.381131063258909,2.19042352403308e-39
"L.parOP","L.parOP",0.494403988086475,6.2564127689794e-69
"L.parOP","L.supP",0.169074201438343,1.65743728177985e-08
"L.parOP","R.posCG",0.05921192293526,0.0495044059018729
"L.parOP","L.ENT",0.362746049523927,1.41227099772707e-35
"L.parOP","R.FUS",0.343998787799867,6.11192860584915e-32
"L.parOP","R.supP",0.195705390765715,5.76055278879387e-11
"L.parOP","R.supT",0.469852653622233,1.51663178367056e-61
"L.parOP","R.rosmidF",0.207151006346915,3.88894041364111e-12
"L.parOP","R.preCEN",0.331119227846743,1.39491114025393e-29
"L.parOP","L.latorbF",0.347107453253856,1.58524206636842e-32
"L.parOP","L.transT",0.345742402760273,2.87254680733307e-32
"L.parOP","L.posCG",-0.0163844413777592,0.587077275267048
"L.parOP","R.transT",0.362517758364307,1.56921791185018e-35
"L.parOP","R.preCN",0.200287114074729,1.99611693222465e-11
"L.parOP","L.preCEN",0.38007213761501,3.68696009314369e-39
"L.parOP","L.infP",0.303293309464012,7.36722754666003e-25
"L.parOP","R.infP",0.299442362708819,3.03391454621704e-24
"L.parOP","R.INS",0.203483431334486,9.38665563684663e-12
"L.parOP","R.caumidF",0.258277277049132,3.0814788803856e-18
"L.parOP","R.paraCEN",0.282798356228134,1.07984048465972e-21
"L.parOP","L.infT",0.35064233338102,3.35411369761034e-33
"L.parOP","R.supF",0.277725869977412,5.98989939410351e-21
"L.parOP","L.paraH",0.249381948252246,4.52366186498524e-17
"L.parOP","L.midT",0.406608805907449,4.38909809879406e-45
"L.parOP","R.paraH",0.319521291691614,1.49225607030089e-27
"L.parOP","L.isthCG",-0.0295085279529077,0.327959242089631
"L.parOP","L.parsTRI",0.406921801509866,3.70877525315898e-45
"L.parOP","R.infT",0.341906980395672,1.50256097369995e-31
"L.parOP","R.latorbF",0.340484038504356,2.75975919568985e-31
"L.parOP","L.rosmidF",0.292277673850729,3.99133227255642e-23
"L.parOP","L.supF",0.317188224233129,3.72783267181391e-27
"L.parOP","R.cauantCG",-0.0332063262849175,0.270948130520869
"L.parOP","L.LG",0.10144518950936,0.000749063898078616
"L.parOP","R.isthCG",-0.00891274130979665,0.767683403218423
"L.parOP","L.medorbF",0.233331958553272,4.43572351667145e-15
"L.parOP","R.SM",0.367442203378796,1.58567130002202e-36
"L.parOP","L.supT",0.501309626497542,4.06076877730599e-71
"L.parOP","R.midT",0.380684248380343,2.72929239570461e-39
"L.parOP","L.postCEN",0.220754369036153,1.28044477990722e-13
"L.parOP","R.latO",0.0875370396121194,0.00365057058159574
"L.parOP","R.parOP",0.386437414012136,1.56563799041069e-40
"L.parOP","L.paraCEN",0.220840818964097,1.25204305735048e-13
"L.parOP","R.parsTRI",0.379063168575295,6.044560029656e-39
"L.parOP","R.medorbF",0.154379023219938,2.63883019261607e-07
"L.parOP","R.CN",0.0114385822325545,0.704592425941523
"L.parOP","L.INS",0.242815445982015,3.07462785406738e-16
"L.supP","L.cauantCG",0.0962747256373132,0.00138228102285197
"L.supP","L.parsORB",0.159456239773001,1.04324254059344e-07
"L.supP","R.parsORB",0.115040876917733,0.000130464779872069
"L.supP","L.preCN",0.36115572142884,2.93736439699042e-35
"L.supP","R.ENT",0.00913408693789473,0.762085649209421
"L.supP","L.CN",0.273854727974353,2.16218982123441e-20
"L.supP","R.periCAL",0.149007755377835,6.8204330752197e-07
"L.supP","L.rosantCG",0.0830786814569524,0.00581031269994115
"L.supP","L.caumidF",0.272564326683748,3.301714602885e-20
"L.supP","R.rosantCG",0.0226838157273815,0.452098742446574
"L.supP","L.latO",0.286153414756475,3.4095164847339e-22
"L.supP","L.FUS",0.162980385938404,5.38333502270606e-08
"L.supP","R.LG",0.171567625153376,1.01082270283411e-08
"L.supP","R.postCEN",0.233525435779493,4.20549878204768e-15
"L.supP","L.periCAL",0.207822255569681,3.30381092079988e-12
"L.supP","L.SM",0.264571607517791,4.32082054347499e-19
"L.supP","L.parOP",0.177852220870662,2.81390529720033e-09
"L.supP","L.supP",0.459891862716404,1.02235610750015e-58
"L.supP","R.posCG",0.125626317920591,2.91146376929059e-05
"L.supP","L.ENT",0.0184188850997185,0.54151708387204
"L.supP","R.FUS",0.10076789471451,0.000812973452786315
"L.supP","R.supP",0.391375643740097,1.28601603958696e-41
"L.supP","R.supT",0.0364097661479829,0.227373603629471
"L.supP","R.rosmidF",0.148256075271262,7.76935987055714e-07
"L.supP","R.preCEN",0.165576593804682,3.27625288419878e-08
"L.supP","L.latorbF",0.138720437743178,3.83642509107806e-06
"L.supP","L.transT",0.173137469433036,7.37631104107618e-09
"L.supP","L.posCG",0.128573337980587,1.87600697145398e-05
"L.supP","R.transT",0.113220886943032,0.000166774429070431
"L.supP","R.preCN",0.305112189074776,3.74745950301584e-25
"L.supP","L.preCEN",0.260470306247337,1.56354112740798e-18
"L.supP","L.infP",0.326939463174217,7.69250098708471e-29
"L.supP","R.infP",0.291495303065448,5.26507814073135e-23
"L.supP","R.INS",0.0706966406364145,0.0189720786662426
"L.supP","R.caumidF",0.186973040899564,4.04764079021779e-10
"L.supP","R.paraCEN",0.301508079291163,1.42370774777134e-24
"L.supP","L.infT",0.163303005853062,5.06331967274628e-08
"L.supP","R.supF",0.190809994135268,1.73802995792334e-10
"L.supP","L.paraH",0.0360894702300946,0.231491445424851
"L.supP","L.midT",0.0625846413816392,0.0378645737385917
"L.supP","R.paraH",0.0669762906162067,0.02626080925986
"L.supP","L.isthCG",0.145758993730466,1.19211961805745e-06
"L.supP","L.parsTRI",0.154069448192993,2.78977629709423e-07
"L.supP","R.infT",0.0776961770794864,0.009907743227023
"L.supP","R.latorbF",0.154830373673022,2.43278909122146e-07
"L.supP","L.rosmidF",0.245309087502457,1.49486551653083e-16
"L.supP","L.supF",0.256817275138345,4.82367568352715e-18
"L.supP","R.cauantCG",0.083653570268218,0.00547868840474552
"L.supP","L.LG",0.199735105802363,2.27105536211582e-11
"L.supP","R.isthCG",0.16043525778812,8.69337861987041e-08
"L.supP","L.medorbF",0.0897446397402253,0.00287798074993156
"L.supP","R.SM",0.210925775135781,1.54333494701549e-12
"L.supP","L.supT",0.076791663923681,0.0108057434287372
"L.supP","R.midT",0.0291936674779195,0.333149087847355
"L.supP","L.postCEN",0.32972149364558,2.4762893781336e-29
"L.supP","R.latO",0.245998498019361,1.22290997471652e-16
"L.supP","R.parOP",0.0722104276333155,0.0165549974313607
"L.supP","L.paraCEN",0.346314391926439,2.2399729572329e-32
"L.supP","R.parsTRI",0.0931020941493467,0.00198504905005208
"L.supP","R.medorbF",0.0793128621955167,0.00846681158267663
"L.supP","R.CN",0.253715961900756,1.23796015611162e-17
"L.supP","L.INS",0.0829758130810411,0.00587152340418823
"R.posCG","L.cauantCG",0.168914091469233,1.71048673259142e-08
"R.posCG","L.parsORB",0.235790900886129,2.24509769443638e-15
"R.posCG","R.parsORB",0.24102261422334,5.1380276101274e-16
"R.posCG","L.preCN",0.308481437733215,1.05786232930209e-25
"R.posCG","R.ENT",0.145438795676098,1.25875080599291e-06
"R.posCG","L.CN",0.0714807046557964,0.0176842000420394
"R.posCG","R.periCAL",0.00284463197454862,0.924885452938275
"R.posCG","L.rosantCG",0.233721491376327,3.98419755115334e-15
"R.posCG","L.caumidF",0.207819614590538,3.30593474665118e-12
"R.posCG","R.rosantCG",0.277834546576098,5.77617243333513e-21
"R.posCG","L.latO",0.0889316266225115,0.00314324765016643
"R.posCG","L.FUS",0.313171858962209,1.76899505517055e-26
"R.posCG","R.LG",0.151925096645249,4.08881411838356e-07
"R.posCG","R.postCEN",0.175267846312338,4.78777284582295e-09
"R.posCG","L.periCAL",-0.0501968997434191,0.0959612589020407
"R.posCG","L.SM",0.288955301429705,1.28627909275085e-22
"R.posCG","L.parOP",0.314510763899833,1.05544363753085e-26
"R.posCG","L.supP",0.221823407273016,9.69638997097055e-14
"R.posCG","R.posCG",0.281700868628821,1.56912439985186e-21
"R.posCG","L.ENT",0.16916740740746,1.62729376214621e-08
"R.posCG","R.FUS",0.266326822681003,2.47473040923056e-19
"R.posCG","R.supP",0.215211441064595,5.29032981420084e-13
"R.posCG","R.supT",0.28334706388964,8.95248123207322e-22
"R.posCG","R.rosmidF",0.233208373803083,4.58921961171441e-15
"R.posCG","R.preCEN",0.204748371186789,6.93961080976494e-12
"R.posCG","L.latorbF",0.284848811671723,5.34793040372008e-22
"R.posCG","L.transT",0.271705987273026,4.37000308661283e-20
"R.posCG","L.posCG",0.281085098726656,1.93374927904414e-21
"R.posCG","R.transT",0.23018752908412,1.04771183932385e-14
"R.posCG","R.preCN",0.285490729222557,4.28671268698822e-22
"R.posCG","L.preCEN",0.220646804661178,1.31666724635157e-13
"R.posCG","L.infP",0.272250153083938,3.65890268606836e-20
"R.posCG","R.infP",0.238291979128929,1.11424003790471e-15
"R.posCG","R.INS",0.2858331922324,3.808670155803e-22
"R.posCG","R.caumidF",0.230031845759947,1.09290110585733e-14
"R.posCG","R.paraCEN",0.281500490595877,1.67962027214097e-21
"R.posCG","L.infT",0.273001275877142,2.86152327562865e-20
"R.posCG","R.supF",0.303601354683845,6.57251909456422e-25
"R.posCG","L.paraH",0.212644519875098,1.00733059447808e-12
"R.posCG","L.midT",0.181968773096956,1.18728337527339e-09
"R.posCG","R.paraH",0.2418981270541,4.00055919482124e-16
"R.posCG","L.isthCG",0.194906905148419,6.9111163974427e-11
"R.posCG","L.parsTRI",0.229288757371722,1.33637958603934e-14
"R.posCG","R.infT",0.215923538115937,4.41837619224058e-13
"R.posCG","R.latorbF",0.301751930530624,1.30153784895149e-24
"R.posCG","L.rosmidF",0.20910866141933,2.4133869247028e-12
"R.posCG","L.supF",0.276825484451816,8.08872319239467e-21
"R.posCG","R.cauantCG",0.178553704757816,2.43256923054451e-09
"R.posCG","L.LG",0.111591619632862,0.000207140881945922
"R.posCG","R.isthCG",0.209873514856234,2.00039078872706e-12
"R.posCG","L.medorbF",0.217372441154429,3.0567562906839e-13
"R.posCG","R.SM",0.240231654145096,6.4358533313423e-16
"R.posCG","L.supT",0.266646852149518,2.23461292105203e-19
"R.posCG","R.midT",0.208416901661207,2.85811245481156e-12
"R.posCG","L.postCEN",0.199852606378452,2.20959241111937e-11
"R.posCG","R.latO",0.0998687376348106,0.000905635277448278
"R.posCG","R.parOP",0.297739722166667,5.63422412837545e-24
"R.posCG","L.paraCEN",0.237353472977708,1.45063447277489e-15
"R.posCG","R.parsTRI",0.269822286495775,8.05615254599609e-20
"R.posCG","R.medorbF",0.262045835235412,9.56537652027429e-19
"R.posCG","R.CN",0.102021097251867,0.000698420302616465
"R.posCG","L.INS",0.351042184632278,2.81018488902774e-33
"L.ENT","L.cauantCG",0.022230572430742,0.461187483238419
"L.ENT","L.parsORB",-0.0877060083399792,0.00358537394560147
"L.ENT","R.parsORB",-0.104746123021788,0.000499085207655237
"L.ENT","L.preCN",-0.113246692384899,0.000166198999490642
"L.ENT","R.ENT",0.38136443039701,1.95244469388953e-39
"L.ENT","L.CN",-0.114166625383465,0.000146862965446805
"L.ENT","R.periCAL",-0.0739544974454129,0.0141087699323893
"L.ENT","L.rosantCG",0.185528878112475,5.53866746450086e-10
"L.ENT","L.caumidF",-0.172957613744358,7.64856721842462e-09
"L.ENT","R.rosantCG",0.135856264893548,6.07510885521934e-06
"L.ENT","L.latO",0.00702916649759045,0.815780848676644
"L.ENT","L.FUS",0.305546221507403,3.18695859849739e-25
"L.ENT","R.LG",0.00112818085975674,0.970172435932283
"L.ENT","R.postCEN",-0.0182975461825607,0.544184211699553
"L.ENT","L.periCAL",-0.148644790516769,7.26380933239386e-07
"L.ENT","L.SM",-0.0807401282363478,0.00735347055554029
"L.ENT","L.parOP",-0.0549954828359118,0.0681323529412474
"L.ENT","L.supP",-0.131405337741017,1.21861852522033e-05
"L.ENT","R.posCG",-0.0558585020107901,0.06391101112449
"L.ENT","L.ENT",0.404542835307781,1.32808167967706e-44
"L.ENT","R.FUS",0.29415385814228,2.04704278577028e-23
"L.ENT","R.supP",-0.0887190159060509,0.00321619548093442
"L.ENT","R.supT",0.224473711239859,4.83679792944776e-14
"L.ENT","R.rosmidF",-0.293738113918727,2.37450490113132e-23
"L.ENT","R.preCEN",-0.00869791873536193,0.773127791633803
"L.ENT","L.latorbF",-0.0423008795736354,0.160726463896154
"L.ENT","L.transT",0.108008791879054,0.000330283672975706
"L.ENT","L.posCG",-0.0862401324182699,0.00418793896760148
"L.ENT","R.transT",0.0594153100429433,0.0487261210110896
"L.ENT","R.preCN",-0.0886396686025728,0.0032438123795772
"L.ENT","L.preCEN",-0.00868980107528855,0.773333743428399
"L.ENT","L.infP",-0.0804272121890157,0.00758567008404653
"L.ENT","R.infP",-0.0107492377738882,0.721631606881512
"L.ENT","R.INS",0.266921363112944,2.04707314013859e-19
"L.ENT","R.caumidF",-0.166130594226881,2.94384382586099e-08
"L.ENT","R.paraCEN",-0.132480653241297,1.03207174097916e-05
"L.ENT","L.infT",0.247186693153838,8.63893289338156e-17
"L.ENT","R.supF",-0.242719593699737,3.16053860876568e-16
"L.ENT","L.paraH",0.26175276244581,1.04835510101345e-18
"L.ENT","L.midT",0.157260766845885,1.56401411855805e-07
"L.ENT","R.paraH",0.278186304418872,5.13473386436323e-21
"L.ENT","L.isthCG",-0.00356128634883827,0.906040459605737
"L.ENT","L.parsTRI",-0.161184283087023,7.55565761703727e-08
"L.ENT","R.infT",0.289308447343691,1.13667436775432e-22
"L.ENT","R.latorbF",-0.0441315807996922,0.14335967994394
"L.ENT","L.rosmidF",-0.276198150265194,9.96530521148677e-21
"L.ENT","L.supF",-0.222501401379012,8.1227952745767e-14
"L.ENT","R.cauantCG",6.92316056332892e-05,0.998169186365764
"L.ENT","L.LG",-0.0508068802236398,0.0919861278555789
"L.ENT","R.isthCG",-0.0308740801442736,0.306060612738715
"L.ENT","L.medorbF",-0.0751457299580409,0.0126266554389185
"L.ENT","R.SM",0.0157400477434019,0.601869047846745
"L.ENT","L.supT",0.244307209245729,1.99919885920798e-16
"L.ENT","R.midT",0.199881312580756,2.19482555529917e-11
"L.ENT","L.postCEN",-0.059901813105774,0.0469059947479814
"L.ENT","R.latO",0.0518561874380096,0.0854579995992305
"L.ENT","R.parOP",-0.0145874511126641,0.628735942197071
"L.ENT","L.paraCEN",-0.172919801836476,7.70703383118395e-09
"L.ENT","R.parsTRI",-0.132269636088675,1.06638510558686e-05
"L.ENT","R.medorbF",-0.154306995185028,2.67323087251244e-07
"L.ENT","R.CN",-0.0466024062306767,0.122246515467764
"L.ENT","L.INS",0.232175843348501,6.09319254614877e-15
"R.FUS","L.cauantCG",0.0297185772529936,0.324526288195914
"R.FUS","L.parsORB",0.029478641742277,0.328449594408915
"R.FUS","R.parsORB",0.0217430879748417,0.4710756304818
"R.FUS","L.preCN",0.139743808998865,3.24810467662565e-06
"R.FUS","R.ENT",0.334090043568461,4.07804426898079e-30
"R.FUS","L.CN",0.15009516838841,5.64255977748603e-07
"R.FUS","R.periCAL",0.132232853623762,1.07247654073915e-05
"R.FUS","L.rosantCG",0.231198724147883,7.95792498490758e-15
"R.FUS","L.caumidF",-0.0722189105307345,0.016542251373304
"R.FUS","R.rosantCG",0.11866966941535,7.91040987307742e-05
"R.FUS","L.latO",0.234099594354502,3.58925759459516e-15
"R.FUS","L.FUS",0.394438429074259,2.67101671462619e-42
"R.FUS","R.LG",0.267017479253561,1.98515124273872e-19
"R.FUS","R.postCEN",0.116702007685895,0.000103943712249817
"R.FUS","L.periCAL",0.113176275068286,0.000167773636080805
"R.FUS","L.SM",0.0708698850859597,0.018680669548864
"R.FUS","L.parOP",0.0666343424622216,0.0270385025447803
"R.FUS","L.supP",0.114277704505018,0.000144676904838636
"R.FUS","R.posCG",0.038714043763605,0.199280166903415
"R.FUS","L.ENT",0.33064867772756,1.6927913416905e-29
"R.FUS","R.FUS",0.395333225554371,1.68228945909567e-42
"R.FUS","R.supP",0.122296480853344,4.72903251244389e-05
"R.FUS","R.supT",0.260261361979113,1.66840977567106e-18
"R.FUS","R.rosmidF",-0.155667457571939,2.09100341987305e-07
"R.FUS","R.preCEN",0.029331300548009,0.330874003460955
"R.FUS","L.latorbF",0.156896139263034,1.67191274895497e-07
"R.FUS","L.transT",0.272199839792971,3.71954399694627e-20
"R.FUS","L.posCG",0.0758918794590273,0.0117700123415282
"R.FUS","R.transT",0.211509911459436,1.33556798763593e-12
"R.FUS","R.preCN",0.128411953559775,1.92218553008084e-05
"R.FUS","L.preCEN",0.0507406889913517,0.0924109885056559
"R.FUS","L.infP",0.146769483540189,1.00334046233492e-06
"R.FUS","R.infP",0.178552623486966,2.43311641437025e-09
"R.FUS","R.INS",0.307770430272313,1.38339559204275e-25
"R.FUS","R.caumidF",-0.0907582932375818,0.00257588407760515
"R.FUS","R.paraCEN",0.0334709143087831,0.267146227553225
"R.FUS","L.infT",0.343213848053889,8.57272170875078e-32
"R.FUS","R.supF",-0.111081137292931,0.00022156623037127
"R.FUS","L.paraH",0.296618391958459,8.45080231620448e-24
"R.FUS","L.midT",0.197430931334849,3.87629321451262e-11
"R.FUS","R.paraH",0.355469682607376,3.89425887236601e-34
"R.FUS","L.isthCG",0.134271811395898,7.80321276009669e-06
"R.FUS","L.parsTRI",0.0124278107409016,0.680399050477494
"R.FUS","R.infT",0.376209659318272,2.42368570807123e-38
"R.FUS","R.latorbF",0.1418480177601,2.29809850443309e-06
"R.FUS","L.rosmidF",-0.0765067417921726,0.0111032092996342
"R.FUS","L.supF",-0.0472725021954732,0.116960805156191
"R.FUS","R.cauantCG",0.0164633411656389,0.58527777760339
"R.FUS","L.LG",0.248739371457121,5.47037676407628e-17
"R.FUS","R.isthCG",0.111881869148642,0.000199336665540112
"R.FUS","L.medorbF",0.110772548561092,0.000230737665073375
"R.FUS","R.SM",0.116991977403291,9.98701958220874e-05
"R.FUS","L.supT",0.267904829009941,1.49411436601724e-19
"R.FUS","R.midT",0.243923377766893,2.23395777107054e-16
"R.FUS","L.postCEN",0.118573957222377,8.01697416345643e-05
"R.FUS","R.latO",0.277381359780311,6.72038625778815e-21
"R.FUS","R.parOP",0.0595986790409153,0.0480332572546577
"R.FUS","L.paraCEN",0.0254698173185205,0.398502273521197
"R.FUS","R.parsTRI",-0.00235131188163801,0.937882848204157
"R.FUS","R.medorbF",0.0335411357587465,0.266143387261858
"R.FUS","R.CN",0.202978017361218,1.05848571304738e-11
"R.FUS","L.INS",0.269944302895927,7.74433268498515e-20
"R.supP","L.cauantCG",0.116427837426238,0.000107938875244503
"R.supP","L.parsORB",0.184738358129915,6.56906279259581e-10
"R.supP","R.parsORB",0.109474987742369,0.000273335911120545
"R.supP","L.preCN",0.314823259533898,9.35234894429871e-27
"R.supP","R.ENT",0.178334755389064,2.54584722571006e-09
"R.supP","L.CN",0.223421216872622,6.38218789914423e-14
"R.supP","R.periCAL",0.142237350836368,2.15441218850548e-06
"R.supP","L.rosantCG",0.169664505172437,1.47529472995715e-08
"R.supP","L.caumidF",0.32241750252788,4.7352689353039e-28
"R.supP","R.rosantCG",-0.0131469273309963,0.66301398281982
"R.supP","L.latO",0.312603774648265,2.20061696536683e-26
"R.supP","L.FUS",0.256835559545908,4.79676445766705e-18
"R.supP","R.LG",0.226134040700632,3.11437903352578e-14
"R.supP","R.postCEN",0.301395714688201,1.48375649979798e-24
"R.supP","L.periCAL",0.176928675100857,3.40556549899099e-09
"R.supP","L.SM",0.28944397328246,1.0839464884516e-22
"R.supP","L.parOP",0.233048441710474,4.79563244281507e-15
"R.supP","L.supP",0.423189636183148,4.55590743141582e-49
"R.supP","R.posCG",0.106627976845427,0.000393886685843083
"R.supP","L.ENT",0.166392208459848,2.79846518568984e-08
"R.supP","R.FUS",0.2448079907177,1.72909922979133e-16
"R.supP","R.supP",0.42368387093392,3.43846907137013e-49
"R.supP","R.supT",0.152159812142999,3.92225363860465e-07
"R.supP","R.rosmidF",0.0642501915424329,0.0330325654622194
"R.supP","R.preCEN",0.237545992025505,1.374339816604e-15
"R.supP","L.latorbF",0.175160024809592,4.89428571185631e-09
"R.supP","L.transT",0.20516312189807,6.28260189274163e-12
"R.supP","L.posCG",0.0997608574287137,0.000917386758327248
"R.supP","R.transT",0.181952883786544,1.1912904807168e-09
"R.supP","R.preCN",0.306667867519368,2.09409948339284e-25
"R.supP","L.preCEN",0.340774023278641,2.43878503165926e-31
"R.supP","L.infP",0.333873861925006,4.46185833931561e-30
"R.supP","R.infP",0.379290764698885,5.40755603875053e-39
"R.supP","R.INS",0.126642796375377,2.50464388470894e-05
"R.supP","R.caumidF",0.210347472296118,1.78010937542917e-12
"R.supP","R.paraCEN",0.298594116714531,4.13198489424592e-24
"R.supP","L.infT",0.262101031237802,9.40155147972451e-19
"R.supP","R.supF",0.150413336507649,5.3367238410264e-07
"R.supP","L.paraH",0.0923929920213668,0.00214916769579101
"R.supP","L.midT",0.183600828036392,8.38609894002028e-10
"R.supP","R.paraH",0.163269070907293,5.09609409311969e-08
"R.supP","L.isthCG",0.109989998467064,0.000255615745731296
"R.supP","L.parsTRI",0.184620848089305,6.73736974966871e-10
"R.supP","R.infT",0.238277626662734,1.1187543026503e-15
"R.supP","R.latorbF",0.161762964510739,6.77667515812045e-08
"R.supP","L.rosmidF",0.247743153671776,7.33665786064494e-17
"R.supP","L.supF",0.285193483530326,4.74938664775444e-22
"R.supP","R.cauantCG",0.0591787214200697,0.0496324389271533
"R.supP","L.LG",0.231320950453039,7.69704755215732e-15
"R.supP","R.isthCG",0.13101263509795,1.29443524211387e-05
"R.supP","L.medorbF",0.103991226904999,0.00054821372021889
"R.supP","R.SM",0.332555911219361,7.70891649510666e-30
"R.supP","L.supT",0.195115665704102,6.59028777806906e-11
"R.supP","R.midT",0.175098110296619,4.95648575405753e-09
"R.supP","L.postCEN",0.342435617529902,1.19781128550033e-31
"R.supP","R.latO",0.331170534549278,1.36575393697413e-29
"R.supP","R.parOP",0.123359390926226,4.05605676549647e-05
"R.supP","L.paraCEN",0.325453489662853,1.40253299702748e-28
"R.supP","R.parsTRI",0.09617063430298,0.00139902807211279
"R.supP","R.medorbF",-0.00891077709165252,0.767733132310756
"R.supP","R.CN",0.238200218383189,1.1434134055429e-15
"R.supP","L.INS",0.139415522320682,3.42671305769504e-06
"R.supT","L.cauantCG",-0.00357968385827418,0.905557331471686
"R.supT","L.parsORB",0.244636301417899,1.81738675422234e-16
"R.supT","R.parsORB",0.209244336038037,2.33448289565612e-12
"R.supT","L.preCN",0.057235647743298,0.057623202962057
"R.supT","R.ENT",0.472204302596391,3.1571274714855e-62
"R.supT","L.CN",-0.0430043615040547,0.153874033494449
"R.supT","R.periCAL",-0.0258593336127605,0.391325801750894
"R.supT","L.rosantCG",0.28241904791926,1.22895037726284e-21
"R.supT","L.caumidF",0.128341564827745,1.9426633829565e-05
"R.supT","R.rosantCG",0.164220074889165,4.2509995171902e-08
"R.supT","L.latO",0.0710515570378448,0.0183792927136276
"R.supT","L.FUS",0.427890917690597,3.07475368214598e-50
"R.supT","R.LG",0.126932131845628,2.3991055968446e-05
"R.supT","R.postCEN",0.218528330905932,2.2740494372432e-13
"R.supT","L.periCAL",-0.108558025710362,0.00030776322778763
"R.supT","L.SM",0.266096643257504,2.66300321130367e-19
"R.supT","L.parOP",0.316548048624841,4.78567827644283e-27
"R.supT","L.supP",0.0854293775478354,0.00455929041985915
"R.supT","R.posCG",0.0130841210614038,0.66452532663031
"R.supT","L.ENT",0.457345307253491,5.22267233668255e-58
"R.supT","R.FUS",0.44986087964988,5.82367350136548e-56
"R.supT","R.supP",0.0993750817848885,0.000960573835971647
"R.supT","R.supT",0.591159106137361,9.99168239346827e-105
"R.supT","R.rosmidF",-0.00588002937530749,0.845481259527244
"R.supT","R.preCEN",0.282879225550262,1.05044132613015e-21
"R.supT","L.latorbF",0.256709673092727,4.98508761540651e-18
"R.supT","L.transT",0.363485592826064,1.00324623799799e-35
"R.supT","L.posCG",-0.0273091469177557,0.365310151724819
"R.supT","R.transT",0.346853233669183,1.77122226617803e-32
"R.supT","R.preCN",0.0858884217699225,0.00434553187927747
"R.supT","L.preCEN",0.295840437154351,1.11837990063942e-23
"R.supT","L.infP",0.206438501111873,4.62100491040696e-12
"R.supT","R.infP",0.237866805719506,1.25587927388293e-15
"R.supT","R.INS",0.331856206084585,1.02943878635853e-29
"R.supT","R.caumidF",0.109497958540017,0.000272521646872437
"R.supT","R.paraCEN",0.134131091447513,7.97756258624595e-06
"R.supT","L.infT",0.443890347112952,2.3024072032198e-54
"R.supT","R.supF",0.062228397588011,0.0389726152458916
"R.supT","L.paraH",0.350302800673283,3.89710123630079e-33
"R.supT","L.midT",0.472102279847213,3.38043215933275e-62
"R.supT","R.paraH",0.406983985389488,3.58665258849858e-45
"R.supT","L.isthCG",-0.0283908306487038,0.346620382363532
"R.supT","L.parsTRI",0.224601468432721,4.67627938573607e-14
"R.supT","R.infT",0.487952927748853,6.24101904096425e-67
"R.supT","R.latorbF",0.211786391667206,1.24704070876405e-12
"R.supT","L.rosmidF",0.0646454784443019,0.0319664845318363
"R.supT","L.supF",0.114945844281999,0.000132160025909803
"R.supT","R.cauantCG",-0.0174790590130094,0.562343793397481
"R.supT","L.LG",0.104999556521795,0.000483533039917269
"R.supT","R.isthCG",-0.0338882506362067,0.261224230525493
"R.supT","L.medorbF",0.169946149191245,1.395385525839e-08
"R.supT","R.SM",0.334423508099689,3.54922802093962e-30
"R.supT","L.supT",0.591897462417356,4.76911136818282e-105
"R.supT","R.midT",0.491744459290279,4.22271637393639e-68
"R.supT","L.postCEN",0.187732960353487,3.42844091309169e-10
"R.supT","R.latO",0.111025532157851,0.000223193189523707
"R.supT","R.parOP",0.317857905620727,2.86870640318854e-27
"R.supT","L.paraCEN",0.101006973100668,0.000789858298947247
"R.supT","R.parsTRI",0.24148405151698,4.5037354304736e-16
"R.supT","R.medorbF",0.0451814031452987,0.134070706805911
"R.supT","R.CN",0.0156355177395587,0.604284222502294
"R.supT","L.INS",0.342830706021776,1.01085795483178e-31
"R.rosmidF","L.cauantCG",0.0171034548214011,0.570773957465844
"R.rosmidF","L.parsORB",0.354724028582766,5.44421254860506e-34
"R.rosmidF","R.parsORB",0.404253084114857,1.55021920445746e-44
"R.rosmidF","L.preCN",0.0808569249902927,0.00726844684181402
"R.rosmidF","R.ENT",-0.139213603349067,3.54120080091696e-06
"R.rosmidF","L.CN",0.0191775045554541,0.524991178927876
"R.rosmidF","R.periCAL",-0.0270334149150915,0.370173062945357
"R.rosmidF","L.rosantCG",0.00692411695552268,0.818485674111033
"R.rosmidF","L.caumidF",0.285433492347511,4.37219862085716e-22
"R.rosmidF","R.rosantCG",0.0780895832416794,0.00953833921013002
"R.rosmidF","L.latO",-0.0696080135586008,0.0208956678000571
"R.rosmidF","L.FUS",-0.0917218646193832,0.00231584869644521
"R.rosmidF","R.LG",-0.0344707663009922,0.253110881461602
"R.rosmidF","R.postCEN",0.0991171210677745,0.000990493157524215
"R.rosmidF","L.periCAL",-0.00192115948088488,0.949229604680492
"R.rosmidF","L.SM",0.184310460668451,7.20238998330266e-10
"R.rosmidF","L.parOP",0.201920490109081,1.35961239235891e-11
"R.rosmidF","L.supP",0.125540340199539,2.94861121844716e-05
"R.rosmidF","R.posCG",0.0205415842821325,0.49593826072636
"R.rosmidF","L.ENT",-0.0953265735295815,0.00154188675935088
